,rua,metro_quadrado,quartos,garagens,banheiros,preco,id,scrapy_datetime,lat,lon
1106,"            Rua Riviera, Jardim Atlântico",        170 ,3,5,3,330000,2517539703,2022-05-08 20:08:48,-7.9802741,-34.8452962
1107,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        104 ,3,2,2,499900,2540735612,2022-05-08 20:08:48,-7.9824958,-34.8375212
1108,"            Avenida Ministro Marcos Freire, Casa Caiada",        50 ,2,1,2,365000,2551769822,2022-05-08 20:08:48,-7.9811394,-34.8352712
1109,"            Jardim Atlântico, Olinda",        75 ,2,1,1,250000,2538138656,2022-05-08 20:08:48,-7.9753891,-34.8459936
1110,"            Avenida Vasco Rodrigues, Peixinhos",        45 ,2,1,1,170000,2549204585,2022-05-08 20:08:48,-8.006184,-34.8778505
1111,"            Jardim Atlântico, Olinda",        62 ,2,1,1,140000,2497864476,2022-05-08 20:08:48,-7.9753891,-34.8459936
1112,"            Rua Marim dos Caetés, Fragoso",        100 ,3,1,1,120000,2513156100,2022-05-08 20:08:48,-7.9878661,-34.8496435
1113,"            Rua Ayrton Senna, Rio Doce",        46 ,2,1,1,188100,2558722559,2022-05-08 20:08:48,-7.9673038,-34.8347981
1114,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        94 ,3,2,1,350000,2521679648,2022-05-08 20:08:48,-7.9848483,-34.8380293
1115,"            Rio Doce, Olinda",        20 ,,,,105000,2559724755,2022-05-08 20:08:48,-7.9661053,-34.8322058
1116,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        40 ,1,,,330000,1420055480,2022-05-08 20:08:48,-7.9848483,-34.8380293
1117,"            Avenida Ministro Marcos Freire, Bairro Novo",        96 ,3,2,2,330000,2529916016,2022-05-08 20:08:48,-8.0023988,-34.8395821
1118,"            Avenida Ministro Marcos Freire, Casa Caiada",        140 ,4,2,2,790000,2558425248,2022-05-08 20:08:48,-7.9811394,-34.8352712
1119,"            Avenida Brasil, Rio Doce",        270 ,3,1,,1100000,2561843757,2022-05-08 20:08:48,-7.95946,-34.8465666
1120,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        78 ,3,1,2,260000,2555683932,2022-05-08 20:08:48,-7.9848483,-34.8380293
1121,"            Rua Maria Wanderley de Queiroz, Fragoso",        45 ,3,1,1,145000,2559742086,2022-05-08 20:08:48,-7.9927496,-34.8519334
1122,"            Rua Coronel João Ribeiro, Bairro Novo",        57 ,2,1,2,260000,2559395101,2022-05-08 20:08:48,-8.0007627,-34.8421559
1123,"            Casa Caiada, Olinda",        100 ,3,2,4,857000,2558682384,2022-05-08 20:08:48,-7.9835463,-34.8389609
1124,"            Casa Caiada, Olinda",        59 ,3,1,2,480000,2557585770,2022-05-08 20:08:48,-7.9835463,-34.8389609
1125,"            Rua Um, Rio Doce",        50 ,2,1,1,195000,2559678989,2022-05-08 20:08:48,-7.9577916,-34.8509717
1126,"            Rua Um, Rio Doce",        49 ,2,1,1,185000,2553549941,2022-05-08 20:08:48,-7.9577916,-34.8509717
1127,"            Avenida Governador Carlos de Lima Cavalcante, Rio Doce",        76 ,3,1,1,270000,2509253795,2022-05-08 20:08:48,-7.9643799,-34.8318207
1128,"            Avenida Governador Carlos de Lima Cavalcante, Rio Doce",        76 ,3,1,1,270000,2509253795,2022-05-08 20:08:48,-7.9643799,-34.8318207
1129,"            Rua Manoel Graciliano de Souza, Jardim Atlântico",        180 ,3,2,3,550000,2462236704,2022-05-08 20:08:48,-7.974585,-34.8386276
1130,"            Avenida Ministro Marcos Freire, Bairro Novo",        64 ,2,1,2,310000,2549073759,2022-05-08 20:08:48,-8.0023988,-34.8395821
1131,"            Rua da Amora, Rio Doce",        60 ,2,1,1,60000,2556929214,2022-05-08 20:08:48,-7.9648371,-34.8526014
1132,"            Praça General Dantas Barreto, Carmo",        698 ,,,,4500000,2557219557,2022-05-08 20:08:48,-8.0138793,-34.8439776
1133,"            Rua Santa Terezinha, Jardim Atlântico",        71 ,2,1,1,170000,2508253146,2022-05-08 20:08:48,-7.9777366,-34.8417893
1134,"            Travessa Coronel João Alexandre de Carvalho, Rio Doce",        105 ,2,1,,81975,2558164622,2022-05-08 20:08:48,,
1135,"            Casa Caiada, Olinda",        260 ,6,2,6,680000,2550214822,2022-05-08 20:08:48,-7.9835463,-34.8389609
1136,"            Rua Carlos Pessoa Monteiro, Casa Caiada",        77 ,3,1,3,564999,2560347632,2022-05-08 20:08:48,-7.9908448,-34.8408931
1137,"            Casa Caiada, Olinda",        65 ,2,1,1,240000,2465537901,2022-05-08 20:08:48,-7.9835463,-34.8389609
1138,"            Rua Victor José Fernandes, Bairro Novo",        50 ,2,1,2,245000,2554336970,2022-05-08 20:08:48,-8.0014992,-34.8457288
1139,"            Travessa Barão de São Borja, Casa Caiada",        50 ,2,1,1,180000,2550867232,2022-05-08 20:08:48,-7.9949765,-34.8474288
1140,"            Avenida Coronel Frederico Lundgren, Rio Doce",        30 ,1,1,,95000,2561086262,2022-05-08 20:08:48,-7.967635,-34.8363487
1141,"            Rua do Bonfim, Carmo",        110 ,2,3,2,850000,2560663160,2022-05-08 20:08:48,-8.0155687,-34.84995
1142,"            Rua Otaviano Pessoa Monteiro, Casa Caiada",        116 ,3,1,2,650000,2526482607,2022-05-08 20:08:48,-7.9892805,-34.8399215
1143,"            Avenida Jules Rimet, Rio Doce",        84 ,3,1,2,160000,2553860906,2022-05-08 20:08:48,-7.9626439,-34.8396462
1144,"            Rua Nereu Gomes Maciel, Casa Caiada",        70 ,3,1,2,350000,2559700791,2022-05-08 20:08:48,-7.9736004,-34.8339395
1145,"            Casa Caiada, Olinda",        55 ,2,1,,495000,2555948167,2022-05-08 20:08:48,-7.9835463,-34.8389609
1146,"            Salgadinho, Olinda",        152 ,3,2,,250000,2549161563,2022-05-08 20:08:48,-8.028740899999999,-34.8682103
1147,"            Rua Carlos Pessoa Monteiro, Casa Caiada",        77 ,3,2,2,630000,2558763364,2022-05-08 20:08:48,-7.9908448,-34.8408931
1148,"            Rua Carlos Pessoa Monteiro, Casa Caiada",        77 ,3,2,1,581000,2559321357,2022-05-08 20:08:48,-7.9908448,-34.8408931
1149,"            Rua Jornalista Edson Regis, Jardim Atlântico",        100 ,4,1,2,159000,2560663610,2022-05-08 20:08:48,-7.9751264,-34.8373879
1150,"            Amaro Branco, Olinda",        156 ,3,2,2,500000,2551126402,2022-05-08 20:08:48,-8.0099423,-34.8465502
1151,"            Avenida Ministro Marcos Freire, Casa Caiada",        100 ,3,2,3,941000,2560368712,2022-05-08 20:08:48,-7.9811394,-34.8352712
1152,"            Avenida Governador Carlos de Lima Cavalcante, Rio Doce",        150 ,4,2,2,300000,2552472469,2022-05-08 20:08:48,-7.9643799,-34.8318207
1153,"            Casa Caiada, Olinda",        60 ,3,1,1,100000,2559430710,2022-05-08 20:08:48,-7.9835463,-34.8389609
1154,"            Rua Camomila, Ouro Preto",        47 ,2,1,1,168500,2559317036,2022-05-08 20:08:48,-7.99454,-34.8655324
1155,"            Avenida Ministro Marcos Freire, Casa Caiada",        110 ,4,1,1,1100000,2539200983,2022-05-08 20:08:48,-7.9811394,-34.8352712
1156,"            Rua Doutor Milton Pina, Bairro Novo",        75 ,2,1,1,230000,2543096719,2022-05-08 20:08:48,-7.9991298,-34.8467031
1157,"            Avenida Ministro Marcos Freire, Casa Caiada",        192 ,3,2,3,700000,2560517034,2022-05-08 20:08:48,-7.9811394,-34.8352712
1158,"            Rua Professor Diógenes Fernandes Távora, Casa Caiada",        57 ,3,1,2,190000,2561164592,2022-05-08 20:08:48,-7.9851617,-34.8453235
1159,"            Casa Caiada, Olinda",        113 ,3,1,1,295000,2504345399,2022-05-08 20:08:48,-7.9835463,-34.8389609
1160,"            Rua Pereira Simões, Bairro Novo",        116 ,5,2,4,800000,2560679563,2022-05-08 20:08:48,-8.0005265,-34.8434549
1161,"            Avenida Ministro Marcos Freire, Casa Caiada",        84 ,3,2,2,689999,2561529361,2022-05-08 20:08:48,-7.9811394,-34.8352712
1162,"            Rua José Augusto da Silva Braga, Bairro Novo",        250 ,5,4,4,545000,2561527875,2022-05-08 20:08:48,-8.0006416,-34.8448816
1163,"            Avenida Professor Andrade Bezerra, Salgadinho",        300 ,5,5,3,680000,2546119156,2022-05-08 20:08:48,-8.0288054,-34.8683529
1164,"            Rua Vulcão, Bonsucesso",        10 ,2,2,1,170000,2512044915,2022-05-08 20:08:48,-8.0063458,-34.8463987
1165,"            Rua Otaviano Pessoa Monteiro, Casa Caiada",        100 ,3,1,3,290000,2558198297,2022-05-08 20:08:48,-7.9892805,-34.8399215
1166,"            Rua Doutor Manoel de Almeida Belo, Bairro Novo",        108 ,4,2,3,1150000,2552753446,2022-05-08 20:08:48,-8.0013614,-34.841539
1167,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        78 ,3,1,2,210000,2516500274,2022-05-08 20:08:48,-7.9848483,-34.8380293
1168,"            Rua Moisés Corrêa da Silva, Rio Doce",        46 ,2,1,1,186360,2561029859,2022-05-08 20:08:48,,
1169,"            Rua Artur Serpa, Casa Caiada",        720 ,,,,249000,2560066553,2022-05-08 20:08:48,-7.9898147,-34.8451905
1170,"            Jardim Atlântico, Olinda",        113 ,3,1,3,420000,2543323245,2022-05-08 20:08:48,-7.9753891,-34.8459936
1171,"            Rua do Xexéu, Rio Doce",        50 ,2,1,1,157000,2558219116,2022-05-08 20:08:48,-7.957805,-34.8452617
1172,"            Rua Otaviano Pessoa Monteiro, Casa Caiada",        121 ,3,1,2,320000,2561417788,2022-05-08 20:08:48,-7.9892805,-34.8399215
1173,"            Rua da Glória, Casa Caiada",        130 ,3,2,2,295000,2556024632,2022-05-08 20:08:48,-7.9754591,-34.8347534
1174,"            Avenida Ministro Marcos Freire, Casa Caiada",        128 ,3,3,3,1150000,2495908384,2022-05-08 20:08:48,-7.9811394,-34.8352712
1175,"            Casa Caiada, Olinda",        128 ,4,3,3,1100000,2553969508,2022-05-08 20:08:48,-7.9835463,-34.8389609
1176,"            Casa Caiada, Olinda",        40 ,1,1,1,130000,2542334799,2022-05-08 20:08:48,-7.9835463,-34.8389609
1177,"            Rua do Açafrão, Casa Caiada",        45 ,1,1,1,135000,2549069759,2022-05-08 20:08:48,-7.9724894,-34.8341186
1178,"            Casa Caiada, Olinda",        127 ,3,2,1,480000,2536249884,2022-05-08 20:08:48,-7.9835463,-34.8389609
1179,"            Rua Otaviano Pessoa Monteiro, Casa Caiada",        116 ,3,2,3,635000,2557863043,2022-05-08 20:08:48,-7.9892805,-34.8399215
1180,"            Rua C-4, Rio Doce",        46 ,2,1,1,186360,2553243348,2022-05-08 20:08:48,-7.964474,-34.8333367
1181,"            Rua Olavo Bilac, Jardim Atlântico",        95 ,3,1,2,220000,2552472895,2022-05-08 20:08:48,-7.9774827,-34.8447135
1182,"            Rua Tertuliano Francisco Feitosa, Casa Caiada",        75 ,3,1,3,449500,2557997254,2022-05-08 20:08:48,-7.9919121,-34.8403828
1183,"            Casa Caiada, Olinda",        35 ,1,1,,180000,2556109915,2022-05-08 20:08:48,-7.9835463,-34.8389609
1184,"            Rua Pintor Manoel Bandeira, Casa Caiada",        53 ,2,1,2,140000,2552660259,2022-05-08 20:08:48,-7.9881696,-34.8410925
1185,"            Casa Caiada, Olinda",        113 ,4,3,3,550000,2552329579,2022-05-08 20:08:48,-7.9835463,-34.8389609
1186,"            Rua José Augusto da Silva Braga, Bairro Novo",        250 ,5,4,5,549500,2561527879,2022-05-08 20:08:48,-8.0006416,-34.8448816
1187,"            Rua Professor Diógenes Fernandes Távora, Casa Caiada",        56 ,2,1,2,115000,2560658031,2022-05-08 20:08:48,-7.9851617,-34.8453235
1188,"            Peixinhos, Olinda",        121 ,3,1,2,180000,2534580641,2022-05-08 20:08:48,-8.013118799999999,-34.8723992
1189,"            Avenida Vasco Rodrigues, Peixinhos",        40 ,2,1,1,150000,2548231098,2022-05-08 20:08:48,-8.006184,-34.8778505
1190,"            Rua Antônio Martiniano de Barros, Bairro Novo",        85 ,3,1,2,140000,2556928162,2022-05-08 20:08:48,-7.9938187,-34.846711
1191,"            Casa Caiada, Olinda",        74 ,2,1,2,320000,2559723918,2022-05-08 20:08:48,-7.9835463,-34.8389609
1192,"            Bultrins, Olinda",        60 ,2,1,2,249000,2560900989,2022-05-08 20:08:48,-7.9976816,-34.852405
1193,"            Rua Manoel Graciliano de Souza, Jardim Atlântico",        78 ,2,1,2,284900,2556888728,2022-05-08 20:08:48,-7.974585,-34.8386276
1194,"            Avenida Ministro Marcos Freire, Casa Caiada",        99 ,3,2,1,630000,2552236975,2022-05-08 20:08:48,-7.9811394,-34.8352712
1195,"            Avenida da Asa Branca, Rio Doce",        47 ,2,1,1,157200,2559325234,2022-05-08 20:08:48,-7.9571815,-34.8454746
1196,"            Rua do Xexéu, Rio Doce",        46 ,2,1,1,163550,2561692408,2022-05-08 20:08:48,-7.957805,-34.8452617
1197,"            Casa Caiada, Olinda",        96 ,3,1,1,300000,2220065746,2022-05-08 20:08:48,-7.9835463,-34.8389609
1198,"            Rua Professor João Fernandes Soares, Salgadinho",        360 ,3,4,2,480000,2558198339,2022-05-08 20:08:48,-8.0302931,-34.8734653
1199,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        42 ,1,1,,380000,2544650366,2022-05-08 20:08:48,-7.9848483,-34.8380293
1200,"            Avenida Fagundes Varela, Jardim Atlântico",        68 ,2,1,1,140000,2559466967,2022-05-08 20:08:48,-7.9770194,-34.8424944
1201,"            Avenida Ministro Marcos Freire, Casa Caiada",        128 ,4,2,1,1230000,2544154365,2022-05-08 20:08:48,-7.9811394,-34.8352712
1202,"            Avenida da Asa Branca, Rio Doce",        46 ,2,1,1,157000,2560046732,2022-05-08 20:08:48,-7.9571815,-34.8454746
1203,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        87 ,3,1,2,350000,2550828464,2022-05-08 20:08:48,-7.9824958,-34.8375212
1204,"            Casa Caiada, Olinda",        42 ,1,,,450000,2523703447,2022-05-08 20:08:48,-7.9835463,-34.8389609
1205,"            Rua Um, Rio Doce",        47 ,2,1,1,186299,2560350398,2022-05-08 20:08:48,-7.9577916,-34.8509717
1206,"            Avenida Ministro Marcos Freire, Bairro Novo",        250 ,4,4,3,950000,2560659085,2022-05-08 20:08:48,-8.0023988,-34.8395821
1207,"            Rua Coronel Clementino de Carvalho Mendes, Fragoso",        55 ,2,1,1,169900,2484290202,2022-05-08 20:08:48,-7.9935142,-34.8507575
1208,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        77 ,2,1,,260000,2500951905,2022-05-08 20:08:48,-7.9824958,-34.8375212
1209,"            Rua Manoel Graciliano de Souza, Jardim Atlântico",        65 ,3,1,2,230000,2484439599,2022-05-08 20:08:48,-7.974585,-34.8386276
1210,"            Rua Beliro Dourado, Jardim Atlântico",        47 ,2,1,1,150000,2560348643,2022-05-08 20:08:48,-7.9751353,-34.8491577
1211,"            Rio Doce, Olinda",        69 ,3,1,1,260000,2553608881,2022-05-08 20:08:48,-7.9661053,-34.8322058
1212,"            Rua do Sol, Carmo",        350 ,17,10,7,1900000,2444700301,2022-05-08 20:08:48,-21.9314728,-42.6076037
1213,"            Avenida Vasco Rodrigues, Peixinhos",        38 ,2,2,1,130000,2560337010,2022-05-08 20:08:48,-8.006184,-34.8778505
1214,"            Avenida Guararapes, Jardim Atlântico",        80 ,3,1,2,180000,2559793010,2022-05-08 20:08:48,-7.9786434,-34.8422404
1215,"            Avenida Governador Carlos de Lima Cavalcante, Rio Doce",        45 ,2,1,2,200000,2523699789,2022-05-08 20:08:48,-7.9643799,-34.8318207
1216,"            Casa Caiada, Olinda",        95 ,3,2,1,770000,2543096982,2022-05-08 20:08:48,-7.9835463,-34.8389609
1217,"            Rua do Xexéu, Rio Doce",        48 ,2,1,1,173000,2561430872,2022-05-08 20:08:48,-7.957805,-34.8452617
1218,"            Avenida Pau-brasil, Rio Doce",        52 ,2,1,,120000,2520811379,2022-05-08 20:08:48,-7.9683225,-34.8497034
1219,"            Casa Caiada, Olinda",        39 ,1,1,1,189000,2533435377,2022-05-08 20:08:48,-7.9835463,-34.8389609
1220,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        93 ,3,2,1,830000,2521547825,2022-05-08 20:08:48,-7.9848483,-34.8380293
1221,"            Jardim Atlântico, Olinda",        34 ,1,1,1,200000,2525519223,2022-05-08 20:08:48,-7.9753891,-34.8459936
1222,"            Rua Olavo Bilac, Jardim Atlântico",        60 ,2,1,2,260000,2560826996,2022-05-08 20:08:48,-7.9774827,-34.8447135
1223,"            Avenida Ministro Marcos Freire, Casa Caiada",        95 ,3,2,1,690000,2559317389,2022-05-08 20:08:48,-7.9811394,-34.8352712
1224,"            Rua Vinte e Sete, Rio Doce",        42 ,3,2,1,300000,2550640425,2022-05-08 20:08:48,-7.9619989,-34.8469719
1225,"            Rua Setenta, Rio Doce",        47 ,2,1,1,183000,2561222366,2022-05-08 20:08:48,-7.9640118,-34.856651
1226,"            Rua Maria Ramos, Bairro Novo",        76 ,3,1,3,380000,2546173688,2022-05-08 20:08:48,-8.0003012,-34.8427491
1227,"            Rua Coronel João Alexandre de Carvalho, Jardim Atlântico",        196 ,3,3,3,471000,2558555172,2022-05-08 20:08:48,-7.9684097,-34.8390986
1228,"            Casa Caiada, Olinda",        90 ,3,1,2,350000,2556410926,2022-05-08 20:08:48,-7.9835463,-34.8389609
1229,"            Casa Caiada, Olinda",        91 ,3,1,3,350000,2553487080,2022-05-08 20:08:48,-7.9835463,-34.8389609
1230,"            Rua Professor Ênio Carlos de Albuquerque, Rio Doce",        200 ,3,1,2,175000,2558421402,2022-05-08 20:08:48,-7.9644261,-34.8460222
1231,"            Avenida Governador Carlos de Lima Cavalcante, Bairro Novo",        65 ,3,1,2,350000,2557386850,2022-05-08 20:08:48,-7.9999362,-34.8461515
1232,"            Avenida Ministro Marcos Freire, Casa Caiada",        140 ,4,2,3,850000,2558427678,2022-05-08 20:08:48,-7.9811394,-34.8352712
1233,"            Rua Barão de São Borja, Jardim Fragoso",        62 ,2,1,1,180000,2509619080,2022-05-08 20:08:48,-7.9949765,-34.8474288
1234,"            Casa Caiada, Olinda",        168 ,4,2,2,700000,2559723507,2022-05-08 20:08:48,-7.9835463,-34.8389609
1235,"            Jardim Atlântico, Olinda",        56 ,2,1,,173000,2559725058,2022-05-08 20:08:48,-7.9753891,-34.8459936
1236,"            Rua da Boa Hora, Varadouro",        100 ,,,,9000,2560661964,2022-05-08 20:08:48,-8.0166597,-34.8567609
1237,"            Rua Romildo José Ferreira Gomes, Jardim Atlântico",        100 ,3,2,3,200000,2560230153,2022-05-08 20:08:48,-7.9780447,-34.841945
1238,"            Rua Manoel Graciliano de Souza, Jardim Atlântico",        72 ,3,1,2,250000,2552116597,2022-05-08 20:08:48,-7.974585,-34.8386276
1239,"            Rua Doutor Manoel de Almeida Belo, Bairro Novo",        67 ,1,1,,350000,2540069974,2022-05-08 20:08:48,-8.0013614,-34.841539
1240,"            Rua C-1, Rio Doce",        47 ,2,1,1,186360,2559668063,2022-05-08 20:08:48,-7.9655212,-34.8342289
1241,"            Rua Delmiro Monteiro da Purificação, Jardim Atlântico",        450 ,6,6,3,900000,2523073579,2022-05-08 20:08:48,-7.9711973,-34.8378979
1242,"            Casa Caiada, Olinda",        100 ,3,2,1,590000,2542502303,2022-05-08 20:08:48,-7.9835463,-34.8389609
1243,"            Rua Professor Ênio Carlos de Albuquerque, Rio Doce",        200 ,4,1,2,200000,2558421410,2022-05-08 20:08:48,-7.9644261,-34.8460222
1244,"            Peixinhos, Olinda",        40 ,2,1,1,160000,2546946483,2022-05-08 20:08:48,-8.013118799999999,-34.8723992
